Date,anomaly_score_AT,prediction_AT,recon_close_AT,recon_log_ret_AT,anomaly_score_TranAD,prediction_TranAD,recon_close_TranAD,recon_log_ret_TranAD
2015-05-20,0.0,0.0,16.23213005065918,-0.0100560849532485,0.000430290587246418,0.0,16.295881271362305,-0.010992399416863918
2015-05-21,0.0,0.0,16.318498611450195,0.005306767765432596,0.0031133615411818027,0.0,16.358745574951172,0.003850233508273959
2015-05-22,0.0,0.0,16.4503173828125,0.00804542750120163,0.002923091873526573,0.0,16.493345260620117,0.008194247260689735
2015-05-26,0.0,0.0,16.43720245361328,-0.0007975092739798129,0.0010812368709594011,0.0,16.5013484954834,0.00048528079059906304
2015-05-27,0.0,0.0,16.44283676147461,0.00034260950633324683,0.0014084712602198124,0.0,16.510177612304688,0.0005348892300389707
2015-05-28,0.0,0.0,16.68910026550293,0.014866091310977936,0.0005934601649641991,0.0,16.765554428100586,0.015349418856203556
2015-05-29,0.0,0.0,16.659894943237305,-0.0017515614163130522,0.0022303047589957714,0.0,16.75984764099121,-0.00034041833714582026
2015-06-01,0.0,0.0,16.59201431274414,-0.004082838539034128,0.002894261386245489,0.0,16.701963424682617,-0.0034597464837133884
2015-06-02,0.0,0.0,16.543304443359375,-0.002940188627690077,0.008625667542219162,0.0,16.641714096069336,-0.003613840788602829
2015-06-03,0.0,0.0,16.597333908081055,0.0032607088796794415,0.004274952225387096,0.0,16.690685272216797,0.002938313875347376
2015-06-04,0.0,0.0,16.428892135620117,-0.010200515389442444,0.006326407194137573,0.0,16.557966232299805,-0.007983389310538769
2015-06-05,0.0,0.0,16.62935447692871,0.012127894908189774,0.0038572789635509253,0.0,16.737548828125,0.010787257924675941
2015-06-08,0.0,0.0,17.070842742919922,0.026202542707324028,0.0015158804599195719,0.0,17.214155197143555,0.02807747758924961
2015-06-09,0.0,0.0,17.068449020385742,-0.00014016314526088536,0.005268007516860962,0.0,17.23522186279297,0.0012229628628119826
2015-06-10,0.0,0.0,16.765472412109375,-0.017910322174429893,0.006500630173832178,0.0,16.941593170166016,-0.017183318734169006
2015-06-11,0.0,0.0,16.818204879760742,0.003140393178910017,0.007320918142795563,0.0,17.00456428527832,0.0037100266199558973
2015-06-12,0.0,0.0,16.791519165039062,-0.0015879333950579166,0.01467608567327261,0.0,16.977476119995117,-0.0015941974706947803
2015-06-15,0.0,0.0,16.782634735107422,-0.000529255426954478,0.0013748306082561612,0.0,16.959339141845703,-0.0010688516777008772
2015-06-16,0.0,0.0,16.956764221191406,0.010322028771042824,0.002505565294995904,0.0,17.102529525756836,0.008407725021243095
2015-06-17,1.7393537314419325e-38,0.0,17.413406372070312,0.026573708280920982,0.0012501724995672703,0.0,17.585588455200195,0.027853302657604218
2015-06-18,0.0,0.0,17.51420021057129,0.005771515890955925,0.002597106620669365,0.0,17.69215965270996,0.006041870918124914
2015-06-19,0.0,0.0,17.562911987304688,0.002777440706267953,0.0007065148092806339,0.0,17.762786865234375,0.003983987960964441
2015-06-22,2.802596928649634e-44,0.0,17.404281616210938,-0.009073149412870407,0.0004403109196573496,0.0,17.57513427734375,-0.010620552115142345
2015-06-23,1.7516230804060213e-43,0.0,17.892362594604492,0.02765769138932228,0.0016612473409622908,0.0,18.05646514892578,0.027018774300813675
2015-06-24,0.0,0.0,17.75327491760254,-0.007803810760378838,0.0014140841085463762,0.0,17.929466247558594,-0.007058378309011459
2015-06-25,0.0,0.0,17.978374481201172,0.012599567882716656,0.0009220658103004098,0.0,18.16716194152832,0.013170228339731693
2015-06-26,1.401298464324817e-45,0.0,17.883453369140625,-0.005293874070048332,0.0010887756943702698,0.0,18.073793411254883,-0.005152696743607521
2015-06-29,2.1019476964872256e-44,0.0,17.579320907592773,-0.017152471467852592,0.0019430166576057673,0.0,17.766807556152344,-0.017130978405475616
2015-06-30,4.624284932271896e-44,0.0,17.96564292907715,0.02173784002661705,0.002904950175434351,0.0,18.122228622436523,0.019807258620858192
2015-07-01,6.766267725884882e-39,0.0,18.02437400817871,0.003263814141973853,0.0007757006678730249,0.0,18.191015243530273,0.0037886251229792833
2015-07-02,1.4272801193595875e-25,0.0,18.704132080078125,0.037019528448581696,0.009625349193811417,0.0,18.868799209594727,0.03658173978328705
2015-07-06,3.245538727125985e-32,0.0,18.69504737854004,-0.00048589290236122906,0.0008528245962224901,0.0,18.883638381958008,0.0007862546481192112
2015-07-07,6.083063707469287e-22,0.0,17.970977783203125,-0.03950047120451927,0.0039777858182787895,0.0,18.10498046875,-0.042108867317438126
2015-07-08,1.0352559390290386e-25,0.0,17.181730270385742,-0.044911447912454605,0.009597981348633766,0.0,17.30525016784668,-0.04517717286944389
2015-07-09,6.726232628759122e-44,0.0,17.36328125,0.010510984808206558,0.0016476096352562308,0.0,17.497472763061523,0.011046698316931725
2015-07-10,0.0,0.0,17.441879272460938,0.00451643904671073,0.002037535887211561,0.0,17.568796157836914,0.004067814443260431
2015-07-13,0.0,0.0,17.626893997192383,0.010551739484071732,0.0009332896443083882,0.0,17.7637939453125,0.0110379783436656
2015-07-14,0.0,0.0,17.845550537109375,0.012328348122537136,0.0011876595672219992,0.0,17.977357864379883,0.0119507797062397
2015-07-15,0.0,0.0,17.70454978942871,-0.007932625710964203,0.0008260608883574605,0.0,17.823339462280273,-0.008604259230196476
2015-07-16,7.66510259985675e-43,0.0,17.93012809753418,0.012660880573093891,0.001246099709533155,0.0,18.020977020263672,0.01102755218744278
2015-07-17,1.2835190481386233e-38,0.0,18.424901962280273,0.027220530435442924,0.0028955265879631042,0.0,18.528804779052734,0.027790021151304245
2015-07-20,1.0886261218571118e-34,0.0,18.900650024414062,0.02549339085817337,0.003063261043280363,0.0,19.05290985107422,0.02789332903921604
2015-07-21,4.5790326600681056e-24,0.0,17.963943481445312,-0.05082980915904045,0.008404087275266647,0.0,18.081247329711914,-0.05234449729323387
2015-07-22,3.56709212144361e-39,0.0,18.042043685913086,0.004338196478784084,0.002600999316200614,0.0,18.132394790649414,0.0028248762246221304
2015-07-23,1.401298464324817e-45,0.0,18.008277893066406,-0.0018732049502432346,0.0005545697058551013,0.0,18.077970504760742,-0.003005964681506157
2015-07-24,0.0,0.0,17.90285873413086,-0.005871150176972151,0.0006291582249104977,0.0,17.96671485900879,-0.006173316854983568
2015-07-27,3.597399404630027e-40,0.0,17.136043548583984,-0.04377630725502968,0.009098643437027931,0.0,17.191068649291992,-0.04413086920976639
2015-07-28,1.401298464324817e-45,0.0,17.875534057617188,0.04224884882569313,0.0029213197994977236,0.0,17.945646286010742,0.04295754060149193
2015-07-29,0.0,0.0,17.823993682861328,-0.0028874045237898827,0.0008348948322236538,0.0,17.88175392150879,-0.0035665836185216904
2015-07-30,1.401298464324817e-45,0.0,18.015798568725586,0.010703563690185547,0.00030561067978851497,0.0,18.074125289916992,0.010700294747948647
2015-07-31,1.401298464324817e-45,0.0,17.98879623413086,-0.0015000447165220976,0.00042441082769073546,0.0,18.044870376586914,-0.0016198609955608845
2015-08-03,4.009945876422646e-39,0.0,17.621726989746094,-0.020616399124264717,0.0017464112024754286,0.0,17.655588150024414,-0.021809019148349762
2015-08-04,1.707146719137818e-36,0.0,18.012331008911133,0.021923977881669998,0.0012312745675444603,0.0,18.056438446044922,0.022450041025877
2015-08-05,4.368796002623209e-25,0.0,18.262170791625977,0.013775105588138103,0.0012314018094912171,0.0,18.31873893737793,0.014422088861465454
2015-08-06,1.3429761338557e-06,0.0,16.76042366027832,-0.08581146597862244,0.024958480149507523,0.0,16.754701614379883,-0.0892455205321312
2015-08-07,5.737929892514587e-38,0.0,16.54594612121582,-0.012879189103841782,0.004029343836009502,0.0,16.53681755065918,-0.013089705258607864
2015-08-10,8.362891781853471e-39,0.0,16.473310470581055,-0.004399576224386692,0.0026665301993489265,0.0,16.43147087097168,-0.006390881724655628
2015-08-11,1.5274153261140506e-43,0.0,16.24929428100586,-0.01369206141680479,0.004879462998360395,0.0,16.20935821533203,-0.01360955648124218
2015-08-12,4.90454462513686e-44,0.0,16.309309005737305,0.0036865901201963425,0.002069710986688733,0.0,16.26214027404785,0.003250814275816083
2015-08-13,2.321951555386222e-42,0.0,16.58565902709961,0.016802266240119934,0.0005293561262078583,0.0,16.568117141723633,0.01864064484834671
2015-08-14,2.1749455373892983e-39,0.0,16.625682830810547,0.0024103533942252398,0.0014983962755650282,0.0,16.640058517456055,0.004332748241722584
2015-08-17,1.3796771553228305e-30,0.0,17.36764144897461,0.04366016387939453,0.005274536553770304,0.0,17.439817428588867,0.04694294184446335
2015-08-18,2.1436554001538396e-26,0.0,17.727031707763672,0.020481863990426064,0.0013102303491905332,0.0,17.840906143188477,0.0227380208671093
2015-08-19,6.40359215586575e-22,0.0,17.39645767211914,-0.018824012950062752,0.003297385759651661,0.0,17.513580322265625,-0.018517300486564636
2015-08-20,1.27494724846966e-11,0.0,16.583131790161133,-0.047880612313747406,0.0025018644519150257,0.0,16.668214797973633,-0.04947303608059883
2015-08-21,3.67306601800621e-10,0.0,15.862532615661621,-0.044426240026950836,0.0019391280366107821,0.0,15.893077850341797,-0.047620002180337906
2015-08-24,0.06194799393415451,1.0,15.099190711975098,-0.04931865632534027,0.026463955640792847,0.0,15.081584930419922,-0.052409134805202484
2015-08-25,1.215808835433452e-22,0.0,15.168655395507812,0.004589974880218506,0.003329005092382431,0.0,15.16270637512207,0.005364459007978439
2015-08-26,4.722101082839607e-21,0.0,15.480265617370605,0.020335018634796143,0.0017688969383016229,0.0,15.474233627319336,0.020337333902716637
2015-08-27,8.329407622967231e-20,0.0,16.634353637695312,0.07190393656492233,0.004700900986790657,0.0,16.678604125976562,0.07495046406984329
2015-08-28,1.748525184779572e-23,0.0,16.983495712280273,0.02077186480164528,0.0029860881622880697,0.0,17.097597122192383,0.024811172857880592
2015-08-31,7.996622907211132e-27,0.0,17.025074005126953,0.002445273334160447,0.001045073033310473,0.0,17.15157699584961,0.0031521327327936888
2015-09-01,8.08212156264149e-26,0.0,16.37937355041504,-0.038664452731609344,0.0017267424846068025,0.0,16.4918155670166,-0.03922589495778084
2015-09-02,3.6733820112611117e-38,0.0,16.95685386657715,0.034649305045604706,0.0021857391111552715,0.0,17.090560913085938,0.03566211462020874
2015-09-03,1.401298464324817e-45,0.0,16.827913284301758,-0.00763307511806488,0.0017657228745520115,0.0,16.951278686523438,-0.008182989433407784
2015-09-04,0.0,0.0,16.619173049926758,-0.012482012622058392,0.0022197733633220196,0.0,16.72610092163086,-0.013372858986258507
2015-09-08,0.0,0.0,17.027320861816406,0.02426217868924141,0.0010682607535272837,0.0,17.12409019470215,0.023515740409493446
2015-09-09,0.0,0.0,17.08186912536621,0.0031983295921236277,0.001211309339851141,0.0,17.18928337097168,0.003799933008849621
2015-09-10,0.0,0.0,17.074743270874023,-0.0004170218307990581,0.0014030548045411706,0.0,17.156545639038086,-0.0019062163773924112
2015-09-11,0.0,0.0,17.192607879638672,0.006879035849124193,0.0010382222244516015,0.0,17.26849937438965,0.006504093762487173
2015-09-14,0.0,0.0,17.371747970581055,0.010365739464759827,0.0010344893671572208,0.0,17.46153450012207,0.011116382665932178
2015-09-15,7.23770656823768e-42,0.0,17.404979705810547,0.001911089289933443,0.0008099381811916828,0.0,17.493114471435547,0.0018069609068334103
2015-09-16,8.011270242026333e-32,0.0,17.946802139282227,0.030655642971396446,0.0008794795721769333,0.0,18.097734451293945,0.033979445695877075
2015-09-17,3.430809386547041e-26,0.0,17.93779754638672,-0.0005019603413529694,0.0005905090947635472,0.0,18.088884353637695,-0.0004891777061857283
2015-09-18,2.47291182557371e-22,0.0,17.851213455200195,-0.004838449880480766,0.0012488618958741426,0.0,17.98819923400879,-0.00558166578412056
2015-09-21,6.1516351829092464e-21,0.0,18.076778411865234,0.012556515634059906,0.0020960248075425625,0.0,18.248165130615234,0.014348599128425121
2015-09-22,3.7660124497558596e-20,0.0,17.879640579223633,-0.010965391993522644,0.000979218166321516,0.0,18.030811309814453,-0.011982538737356663
2015-09-23,8.684329368816597e-19,0.0,17.887981414794922,0.00046634863247163594,0.00179756386205554,0.0,18.03642463684082,0.0003112857521045953
2015-09-24,1.03337517117426e-21,0.0,18.015737533569336,0.0071166930720210075,0.002223122399300337,0.0,18.169401168823242,0.0073455991223454475
2015-09-25,5.67457563458014e-18,0.0,17.621889114379883,-0.022104043513536453,0.002356524346396327,0.0,17.721284866333008,-0.024972334504127502
2015-09-28,9.77146906645243e-19,0.0,17.076881408691406,-0.031416233628988266,0.0023817233741283417,0.0,17.123485565185547,-0.034315526485443115
2015-09-29,1.2658895911153174e-23,0.0,16.961977005004883,-0.006751221604645252,0.0005426309071481228,0.0,16.987525939941406,-0.007971685379743576
2015-09-30,3.3543120472111537e-22,0.0,17.074438095092773,0.006608262192457914,0.0018362596165388823,0.0,17.087387084960938,0.0058612036518752575
2015-10-01,1.487214357379371e-20,0.0,16.537033081054688,-0.03198029100894928,0.0006647476693615317,0.0,16.503061294555664,-0.03479472175240517
2015-10-02,3.041654020734014e-15,0.0,17.029138565063477,0.029323672875761986,0.0022054417058825493,0.0,17.01731300354004,0.03068545274436474
2015-10-05,8.695153075808516e-27,0.0,16.94519805908203,-0.004941405262798071,0.0009199664928019047,0.0,16.90930938720703,-0.006366930902004242
2015-10-06,1.8276921859641804e-13,0.0,16.656484603881836,-0.017185021191835403,0.0020177254918962717,0.0,16.591379165649414,-0.018981127068400383
2015-10-07,4.329938352309881e-10,0.0,16.053295135498047,-0.036885377019643784,0.005481681786477566,0.0,15.974361419677734,-0.03789820149540901
2015-10-08,3.507161786693875e-19,0.0,15.718875885009766,-0.021051861345767975,0.002196157118305564,0.0,15.616080284118652,-0.022683922201395035
2015-10-09,2.1438987884518804e-17,0.0,15.34184455871582,-0.024278195574879646,0.006033901125192642,0.0,15.229205131530762,-0.025086091831326485
2015-10-12,1.4108178626591646e-29,0.0,15.012968063354492,-0.021669713780283928,0.0038809427060186863,0.0,14.889418601989746,-0.022564111277461052
2015-10-13,5.753485699203618e-23,0.0,15.245462417602539,0.01536758802831173,0.001027267542667687,0.0,15.132058143615723,0.016164669767022133
2015-10-14,1.422200992602245e-30,0.0,15.097088813781738,-0.009780021384358406,0.004425020422786474,0.0,14.98105239868164,-0.010029347613453865
2015-10-15,8.829203408245865e-25,0.0,15.38216495513916,0.018706753849983215,0.005701532121747732,0.0,15.247476577758789,0.01762782223522663
2015-10-16,6.946573052870079e-25,0.0,15.740336418151855,0.023017922416329384,0.0006430796929635108,0.0,15.620763778686523,0.024186987429857254
2015-10-19,4.1994830080793197e-19,0.0,15.81303596496582,0.004608105402439833,0.002399626187980175,0.0,15.670210838317871,0.0031604086980223656
2015-10-20,0.04067094251513481,1.0,14.85174560546875,-0.06271721422672272,0.026760244742035866,0.0,14.65932559967041,-0.06668475270271301
2015-10-21,1.9835090867485922e-26,0.0,14.664348602294922,-0.012698174454271793,0.0023495324421674013,0.0,14.459309577941895,-0.013738187961280346
2015-10-22,6.570687668102087e-30,0.0,14.76780891418457,0.00703045167028904,0.0025957797188311815,0.0,14.574616432189941,0.007942917756736279
2015-10-23,1.4940223808838138e-30,0.0,14.592329978942871,-0.011953568086028099,0.00407998263835907,0.0,14.367888450622559,-0.01428569108247757
2015-10-26,3.0064196662817153e-31,0.0,14.98017692565918,0.026231730356812477,0.0014250017702579498,0.0,14.763445854187012,0.027158528566360474
2015-10-27,1.2924961116136433e-27,0.0,14.662498474121094,-0.02143467403948307,0.0009963978081941605,0.0,14.419025421142578,-0.023605767637491226
2015-10-28,1.1559338427059604e-30,0.0,14.829370498657227,0.011316529475152493,0.0007719490677118301,0.0,14.583566665649414,0.01134689711034298
2015-10-29,1.2471359416509304e-24,0.0,14.756233215332031,-0.004944056738168001,0.0023686091881245375,0.0,14.479734420776367,-0.007145307958126068
2015-10-30,2.2983435463016784e-21,0.0,14.456962585449219,-0.020489484071731567,0.0012698984937742352,0.0,14.171253204345703,-0.021534521132707596
2015-11-02,4.3009866501630967e-14,0.0,14.890227317810059,0.02952892705798149,0.0023771978449076414,0.0,14.60853099822998,0.030390135943889618
2015-11-03,5.4210378408470206e-08,0.0,14.54397201538086,-0.023528525605797768,0.0017743543721735477,0.0,14.256548881530762,-0.024389266967773438
2015-11-04,6.2360311858356e-05,1.0,15.94744873046875,0.09212241321802139,0.076326385140419,0.0,15.692926406860352,0.09599371999502182
2015-11-05,7.295331720858942e-16,0.0,15.963297843933105,0.0009932308457791805,0.0020078422967344522,0.0,15.70050048828125,0.0004825162759516388
2015-11-06,1.7494615338964234e-19,0.0,16.00911521911621,0.0028659794479608536,0.0015787896700203419,0.0,15.734688758850098,0.0021750726737082005
2015-11-09,1.9896811168833875e-19,0.0,15.569342613220215,-0.02785436250269413,0.002288184594362974,0.0,15.269302368164062,-0.030023176223039627
2015-11-10,4.040983673884372e-18,0.0,15.019432067871094,-0.03595898300409317,0.002246534451842308,0.0,14.680671691894531,-0.03931276127696037
2015-11-11,1.2772597909341042e-27,0.0,15.18172550201416,0.010747582651674747,0.0005933369975537062,0.0,14.832630157470703,0.010297643020749092
2015-11-12,5.931668169044348e-27,0.0,14.798725128173828,-0.025551319122314453,0.0008436836069449782,0.0,14.427557945251465,-0.02768927440047264
2015-11-13,2.872588647025343e-30,0.0,14.43337631225586,-0.02499784156680107,0.0013344790786504745,0.0,14.052632331848145,-0.026330430060625076
2015-11-16,1.0163443775514637e-29,0.0,14.886711120605469,0.030925720930099487,0.001357782632112503,0.0,14.508140563964844,0.03190024942159653
2015-11-17,3.264718885035156e-35,0.0,14.868541717529297,-0.0012213471345603466,0.0008315921877510846,0.0,14.486478805541992,-0.0014942404814064503
2015-11-18,7.178027683601677e-33,0.0,15.316973686218262,0.029713962227106094,0.0008153035305440426,0.0,14.961012840270996,0.03223194181919098
2015-11-19,7.442657835978327e-36,0.0,15.367318153381348,0.003281415905803442,0.0004777135618496686,0.0,15.01937484741211,0.003893371671438217
2015-11-20,6.199665830409544e-36,0.0,15.25281810760498,-0.0074786776676774025,0.0011974216904491186,0.0,14.892035484313965,-0.008514560759067535
2015-11-23,1.0081831591341567e-28,0.0,15.124202728271484,-0.0084680812433362,0.0007640097755938768,0.0,14.747396469116211,-0.009759876877069473
2015-11-24,1.5117534436320691e-30,0.0,15.164121627807617,0.0026358705945312977,0.0002372045419178903,0.0,14.771210670471191,0.00161350192502141
2015-11-25,1.1171574010575405e-24,0.0,15.863099098205566,0.04506349563598633,0.0014629309298470616,0.0,15.515151023864746,0.0491369292140007
2015-11-27,7.247907078808555e-30,0.0,15.987116813659668,0.0077875396236777306,0.000840260530821979,0.0,15.663658142089844,0.009526300244033337
2015-11-30,3.3857788237016844e-30,0.0,15.909358978271484,-0.004875629674643278,0.000928920169826597,0.0,15.599573135375977,-0.004099737387150526
2015-12-01,1.0069648447402865e-26,0.0,16.33942985534668,0.02667350508272648,0.0006714786868542433,0.0,16.04386329650879,0.028082845732569695
2015-12-02,6.559153905610915e-30,0.0,16.02083396911621,-0.019691139459609985,0.001700118649750948,0.0,15.736706733703613,-0.019330453127622604
2015-12-03,2.38784811188523e-28,0.0,16.06850242614746,0.002971084089949727,0.0017885927809402347,0.0,15.819571495056152,0.0052519929595291615
2015-12-04,8.191241209579373e-27,0.0,15.93505573272705,-0.008339558728039265,0.000864084460772574,0.0,15.663932800292969,-0.0098871486261487
2015-12-07,2.642208963501471e-31,0.0,15.987248420715332,0.0032700072042644024,0.0009945768397301435,0.0,15.733545303344727,0.004434286151081324
2015-12-08,3.0441803368808633e-27,0.0,15.729418754577637,-0.01625874824821949,0.00033042108407244086,0.0,15.442198753356934,-0.018691185861825943
2015-12-09,1.2475834216442763e-37,0.0,15.5907621383667,-0.00885405670851469,0.0012118363520130515,0.0,15.311756134033203,-0.008483007550239563
2015-12-10,1.782415719886304e-31,0.0,15.752720832824707,0.010334555059671402,0.0015931170200929046,0.0,15.479347229003906,0.010885776951909065
2015-12-11,2.7311386846440034e-29,0.0,15.114270210266113,-0.0413738377392292,0.0013699289411306381,0.0,14.816865921020508,-0.04374055191874504
2015-12-14,1.6035902227319416e-34,0.0,15.215197563171387,0.006655292119830847,0.0012450002832338214,0.0,14.93419361114502,0.007887380197644234
2015-12-15,1.1774921420277247e-28,0.0,15.374927520751953,0.010443381033837795,0.003275905968621373,0.0,15.081254005432129,0.009799007326364517
2015-12-16,3.5771669608136385e-18,0.0,16.235919952392578,0.05448801815509796,0.011884720996022224,0.0,15.90406322479248,0.05312215909361839
2015-12-17,2.014559426640153e-32,0.0,16.167926788330078,-0.0041965763084590435,0.0035959489177912474,0.0,15.88546085357666,-0.0011703576892614365
2015-12-18,6.812533888329892e-34,0.0,15.988646507263184,-0.01115063950419426,0.002825827104970813,0.0,15.750761985778809,-0.008515562862157822
2015-12-21,8.199341697444618e-32,0.0,16.12334442138672,0.008389344438910484,0.004507826175540686,0.0,15.881563186645508,0.008270181715488434
2015-12-22,9.52995487054859e-32,0.0,15.964776992797852,-0.009883362799882889,0.003448441158980131,0.0,15.725499153137207,-0.009875394403934479
2015-12-23,6.794109083345928e-30,0.0,15.95818042755127,-0.0004131398454774171,0.0048520127311348915,0.0,15.716938018798828,-0.0005445773131214082
2015-12-24,3.375459392540516e-26,0.0,16.010881423950195,0.0032969419844448566,0.011543964967131615,0.0,15.764840126037598,0.003043157048523426
2015-12-28,1.8927341014694495e-31,0.0,15.915300369262695,-0.005987716838717461,0.001001403434202075,0.0,15.669946670532227,-0.006037524901330471
2015-12-29,3.2700715815372734e-26,0.0,16.423702239990234,0.03144465759396553,0.0025094589218497276,0.0,16.204992294311523,0.03357475623488426
2015-12-30,8.297316038312378e-27,0.0,16.48805046081543,0.003910330589860678,0.003458902472630143,0.0,16.29363250732422,0.005454953294247389
2015-12-31,4.7794481471544205e-26,0.0,16.611156463623047,0.0074387588538229465,0.00278680631890893,0.0,16.431543350219727,0.008428584784269333
2016-01-04,2.1532320371164815e-09,0.0,15.541424751281738,-0.0665656253695488,0.02080630697309971,0.0,15.415029525756836,-0.06385989487171173
2016-01-05,4.040116459350413e-27,0.0,15.541534423828125,6.995131116127595e-06,0.0031032871920615435,0.0,15.433003425598145,0.0011652762768790126
2016-01-06,1.2021179158718036e-20,0.0,15.273863792419434,-0.01737293042242527,0.00406910153105855,0.0,15.16828727722168,-0.017301395535469055
2016-01-07,2.257634127104694e-19,0.0,15.07066822052002,-0.013392779044806957,0.005114706698805094,0.0,14.966405868530273,-0.013398847542703152
2016-01-08,7.80813503244887e-28,0.0,14.768357276916504,-0.020263513550162315,0.010902339592576027,0.0,14.708528518676758,-0.0173804871737957
2016-01-11,2.2093483405409675e-24,0.0,14.560504913330078,-0.014174113981425762,0.004355583805590868,0.0,14.490179061889648,-0.014956371858716011
2016-01-12,3.4925034246052564e-25,0.0,14.69133186340332,0.008945005014538765,0.0015037806006148458,0.0,14.643003463745117,0.010491490364074707
2016-01-13,7.420805887709274e-16,0.0,14.059754371643066,-0.04394126683473587,0.003359291236847639,0.0,13.993605613708496,-0.045362167060375214
2016-01-14,2.860522365852325e-12,0.0,14.44067668914795,0.02673257328569889,0.0013615135103464127,0.0,14.423354148864746,0.03024827130138874
2016-01-15,6.412190778348759e-10,0.0,14.367969512939453,-0.005047675687819719,0.002754068933427334,0.0,14.320991516113281,-0.00712239183485508
2016-01-19,3.0593549392094046e-25,0.0,14.344070434570312,-0.0016646087169647217,0.0010916950413957238,0.0,14.296499252319336,-0.0017116826493293047
2016-01-20,8.111321195973684e-19,0.0,13.954416275024414,-0.02754068560898304,0.003061227733269334,0.0,13.88736629486084,-0.02903507463634014
2016-01-21,6.985605575649754e-37,0.0,14.033246040344238,0.005633217748254538,0.0010588497389107943,0.0,13.969256401062012,0.005879345815628767
