Date,anomaly_score_AT,prediction_AT,recon_close_AT,recon_log_ret_AT,anomaly_score_TranAD,prediction_TranAD,recon_close_TranAD,recon_log_ret_TranAD
2015-01-02,,,,,,,,
2015-01-05,,,,,,,,
2015-01-06,,,,,,,,
2015-01-07,,,,,,,,
2015-01-08,,,,,,,,
2015-01-09,,,,,,,,
2015-01-12,,,,,,,,
2015-01-13,,,,,,,,
2015-01-14,,,,,,,,
2015-01-15,,,,,,,,
2015-01-16,,,,,,,,
2015-01-20,,,,,,,,
2015-01-21,,,,,,,,
2015-01-22,,,,,,,,
2015-01-23,,,,,,,,
2015-01-26,,,,,,,,
2015-01-27,,,,,,,,
2015-01-28,,,,,,,,
2015-01-29,,,,,,,,
2015-01-30,,,,,,,,
2015-02-02,,,,,,,,
2015-02-03,,,,,,,,
2015-02-04,,,,,,,,
2015-02-05,,,,,,,,
2015-02-06,,,,,,,,
2015-02-09,,,,,,,,
2015-02-10,,,,,,,,
2015-02-11,,,,,,,,
2015-02-12,,,,,,,,
2015-02-13,,,,,,,,
2015-02-17,,,,,,,,
2015-02-18,,,,,,,,
2015-02-19,,,,,,,,
2015-02-20,,,,,,,,
2015-02-23,,,,,,,,
2015-02-24,,,,,,,,
2015-02-25,,,,,,,,
2015-02-26,,,,,,,,
2015-02-27,,,,,,,,
2015-03-02,,,,,,,,
2015-03-03,,,,,,,,
2015-03-04,,,,,,,,
2015-03-05,,,,,,,,
2015-03-06,,,,,,,,
2015-03-09,,,,,,,,
2015-03-10,,,,,,,,
2015-03-11,,,,,,,,
2015-03-12,,,,,,,,
2015-03-13,,,,,,,,
2015-03-16,,,,,,,,
2015-03-17,,,,,,,,
2015-03-18,,,,,,,,
2015-03-19,,,,,,,,
2015-03-20,,,,,,,,
2015-03-23,,,,,,,,
2015-03-24,,,,,,,,
2015-03-25,,,,,,,,
2015-03-26,,,,,,,,
2015-03-27,,,,,,,,
2015-03-30,,,,,,,,
2015-03-31,,,,,,,,
2015-04-01,,,,,,,,
2015-04-02,,,,,,,,
2015-04-06,,,,,,,,
2015-04-07,,,,,,,,
2015-04-08,,,,,,,,
2015-04-09,,,,,,,,
2015-04-10,,,,,,,,
2015-04-13,,,,,,,,
2015-04-14,,,,,,,,
2015-04-15,,,,,,,,
2015-04-16,,,,,,,,
2015-04-17,,,,,,,,
2015-04-20,,,,,,,,
2015-04-21,,,,,,,,
2015-04-22,,,,,,,,
2015-04-23,,,,,,,,
2015-04-24,0.0,0.0,24.813859939575195,-0.007389158476144075,,,,
2015-04-27,0.0,0.0,25.11031150817871,0.011876310221850872,,,,
2015-04-28,0.0,0.0,25.485309600830078,0.014823638834059238,,,,
2015-04-29,0.0,0.0,25.404436111450195,-0.0031784551683813334,,,,
2015-04-30,0.0,0.0,25.166765213012695,-0.00939969066530466,,,,
2015-05-01,1.3909288556888134e-41,0.0,25.780122756958008,0.024079591035842896,,,,
2015-05-04,1.0665282611976183e-41,0.0,25.795677185058594,0.0006033044774085283,,,,
2015-05-05,9.10844001811131e-44,0.0,25.406888961791992,-0.015186769887804985,,,,
2015-05-06,0.0,0.0,25.105148315429688,-0.011947311460971832,,,,
2015-05-07,0.0,0.0,25.121784210205078,0.0006624882225878537,,,,
2015-05-08,5.184804318001823e-44,0.0,25.523502349853516,0.015864204615354538,,,,
2015-05-11,1.401298464324817e-45,0.0,25.452112197875977,-0.002800924237817526,,,,
2015-05-12,0.0,0.0,25.146238327026367,-0.012090477161109447,,,,
2015-05-13,1.961817850054744e-44,0.0,25.41688346862793,0.010705370455980301,,,,
2015-05-14,2.6624670822171524e-44,0.0,25.65280532836914,0.009239297360181808,,,,
2015-05-15,7.567011707354012e-44,0.0,25.67066764831543,0.0006960832397453487,,,,
2015-05-18,0.0,0.0,25.971729278564453,0.011659638956189156,,,,
2015-05-19,0.0,0.0,25.796672821044922,-0.006763097830116749,,,,
