Date,anomaly_score_AT,prediction_AT,recon_close_AT,recon_log_ret_AT,anomaly_score_TranAD,prediction_TranAD,recon_close_TranAD,recon_log_ret_TranAD
2015-05-20,0.0,0.0,18.30756378173828,-0.00026945583522319794,0.001294317888095975,0.0,18.29400062561035,-0.0005808904534205794
2015-05-21,0.0,0.0,18.083959579467773,-0.01228894479572773,0.0029293226543813944,0.0,18.048940658569336,-0.013486175797879696
2015-05-22,0.0,0.0,18.054393768310547,-0.0016363548347726464,0.0019156569615006447,0.0,18.026216506958008,-0.0012598215835168958
2015-05-26,0.0,0.0,18.093185424804688,0.002146333921700716,0.0034421789459884167,0.0,18.078514099121094,0.002897019265219569
2015-05-27,3.79163338477009e-41,0.0,18.328262329101562,0.012908970937132835,0.0028859481681138277,0.0,18.329402923583984,0.013782299123704433
2015-05-28,1.401298464324817e-45,0.0,18.23050880432129,-0.005347768310457468,0.0027160365134477615,0.0,18.230045318603516,-0.005435412283986807
2015-05-29,1.2536519127998506e-38,0.0,18.117460250854492,-0.006220327690243721,0.00507026631385088,0.0,18.1125431060791,-0.006466453894972801
2015-06-01,4.203895392974451e-45,0.0,18.026926040649414,-0.0050096348859369755,0.003600974567234516,0.0,18.003013610839844,-0.006065426394343376
2015-06-02,6.298277479052787e-39,0.0,17.712369918823242,-0.01760326698422432,0.004162576049566269,0.0,17.649513244628906,-0.019831066951155663
2015-06-03,0.0,0.0,17.706031799316406,-0.00035792298149317503,0.007122299168258905,0.0,17.647035598754883,-0.00014032248873263597
2015-06-04,4.4456626233338765e-32,0.0,17.238826751708984,-0.026741210371255875,0.015124959871172905,0.0,17.167068481445312,-0.02757490612566471
2015-06-05,0.0,0.0,17.160343170166016,-0.004563054069876671,0.00800416711717844,0.0,17.077743530273438,-0.005216827616095543
2015-06-08,0.0,0.0,17.015666961669922,-0.008466551080346107,0.005058569367974997,0.0,16.93771743774414,-0.008233088068664074
2015-06-09,1.401298464324817e-45,0.0,17.13617515563965,0.00705718994140625,0.0029170706402510405,0.0,17.06342124938965,0.007394059561192989
2015-06-10,1.5846163294277896e-40,0.0,17.4813175201416,0.019940927624702454,0.0033878611866384745,0.0,17.422698974609375,0.02083688974380493
2015-06-11,1.485376372184306e-43,0.0,17.603036880493164,0.006938681937754154,0.0028306760359555483,0.0,17.560405731201172,0.007872720248997211
2015-06-12,3.5424825178131376e-42,0.0,17.70891571044922,0.005996843799948692,0.0010008320678025484,0.0,17.68279457092285,0.006945341359823942
2015-06-15,3.136848651345033e-39,0.0,17.43305206298828,-0.01570034958422184,0.00408097542822361,0.0,17.399734497070312,-0.016136983409523964
2015-06-16,0.0,0.0,17.650320053100586,0.012386051937937737,0.0012781250989064574,0.0,17.629396438598633,0.013112717308104038
2015-06-17,0.0,0.0,17.66337776184082,0.0007395091815851629,0.0007635178044438362,0.0,17.647804260253906,0.001043651718646288
2015-06-18,1.401298464324817e-45,0.0,17.773286819458008,0.006203095894306898,0.0007394494023174047,0.0,17.764739990234375,0.006604351103305817
2015-06-19,5.467866607795436e-42,0.0,17.53285789489746,-0.013619770295917988,0.0012403536820784211,0.0,17.51717758178711,-0.014033808372914791
2015-06-22,2.38116370225596e-38,0.0,17.829017639160156,0.016750531271100044,0.001484366599470377,0.0,17.82988929748535,0.01769432984292507
2015-06-23,2.361987078506715e-36,0.0,17.887598037719727,0.003280335571616888,0.0021256362088024616,0.0,17.905792236328125,0.004247956443578005
2015-06-24,2.568240491074429e-34,0.0,17.867197036743164,-0.0011411833111196756,0.0021703471429646015,0.0,17.898651123046875,-0.0003987979143857956
2015-06-25,1.867813315603486e-30,0.0,17.980621337890625,0.006328248418867588,0.0026167775504291058,0.0,18.024452209472656,0.007003931328654289
2015-06-26,7.811077733033272e-29,0.0,17.67220115661621,-0.01730179414153099,0.011920535936951637,0.0,17.713153839111328,-0.017421741038560867
2015-06-29,8.932153970311926e-28,0.0,17.298261642456055,-0.021386833861470222,0.0031038825400173664,0.0,17.338979721069336,-0.021350424736738205
2015-06-30,2.2552923145662346e-26,0.0,17.53101348876953,0.013365441001951694,0.006133258808404207,0.0,17.57798957824707,0.013690452091395855
2015-07-01,1.7325990333697836e-32,0.0,17.684125900268555,0.008696051314473152,0.0012493447866290808,0.0,17.742176055908203,0.009297065436840057
2015-07-02,1.1757350168336975e-29,0.0,17.829389572143555,0.008180630393326283,0.004415126517415047,0.0,17.905166625976562,0.009144701063632965
2015-07-06,3.896807783484378e-30,0.0,17.689979553222656,-0.007849792949855328,0.001922382041811943,0.0,17.755739212036133,-0.00838062446564436
2015-07-07,2.3370566111590754e-36,0.0,17.70639419555664,0.0009275148040615022,0.0015223391819745302,0.0,17.767900466918945,0.0006848389748483896
2015-07-08,1.1368439084881546e-30,0.0,17.1976375579834,-0.029153920710086823,0.0021259007044136524,0.0,17.230697631835938,-0.03070109151303768
2015-07-09,4.736388809417882e-43,0.0,17.18645668029785,-0.0006503987824544311,0.004161704797297716,0.0,17.198627471923828,-0.0018629076657816768
2015-07-10,6.51535122286288e-40,0.0,17.429141998291016,0.014022069983184338,0.0033241012133657932,0.0,17.440908432006836,0.01398882269859314
2015-07-13,1.9478048654114957e-43,0.0,17.63197898864746,0.011570567265152931,0.0008762500947341323,0.0,17.645423889160156,0.011658011004328728
2015-07-14,2.1748087146072416e-37,0.0,17.596288681030273,-0.002026264788582921,0.002068136353045702,0.0,17.600683212280273,-0.002538733882829547
2015-07-15,1.197191114571325e-36,0.0,17.42814064025879,-0.009601888246834278,0.0009590153349563479,0.0,17.414033889770508,-0.010661267675459385
2015-07-16,1.9921536735322272e-23,0.0,17.551830291748047,0.007072201929986477,0.016382094472646713,0.0,17.51511001586914,0.005787496455013752
2015-07-17,1.4587579253693937e-35,0.0,17.7570858001709,0.011626439169049263,0.0020575164817273617,0.0,17.728429794311523,0.01210568007081747
2015-07-20,9.424278678985481e-39,0.0,17.66867446899414,-0.004991328343749046,0.0012371267657727003,0.0,17.636167526245117,-0.005217816215008497
2015-07-21,1.5167430370097528e-39,0.0,17.655933380126953,-0.0007213962962850928,0.0005597678245976567,0.0,17.630020141601562,-0.00034852931275963783
2015-07-22,3.471686864430671e-25,0.0,17.198415756225586,-0.02625470608472824,0.005914513487368822,0.0,17.159854888916016,-0.027030615136027336
2015-07-23,2.1745349569392511e-41,0.0,17.260217666625977,0.003587055020034313,0.0014809435233473778,0.0,17.2300968170166,0.0040849908255040646
2015-07-24,6.8724542536855775e-34,0.0,16.790363311767578,-0.027599235996603966,0.008474888280034065,0.0,16.7474365234375,-0.028412487357854843
2015-07-27,1.401298464324817e-45,0.0,16.782155990600586,-0.0004889009287580848,0.001321169431321323,0.0,16.737640380859375,-0.0005851401947438717
2015-07-28,1.401298464324817e-45,0.0,16.958946228027344,0.010479320771992207,0.0009048655047081411,0.0,16.923274993896484,0.01102991309016943
2015-07-29,5.74532370373175e-44,0.0,17.120731353759766,0.009494590573012829,0.0017638236749917269,0.0,17.10990333557129,0.010967438109219074
2015-07-30,8.570554291100253e-33,0.0,17.52675437927246,0.023438530042767525,0.0008617244311608374,0.0,17.568227767944336,0.02643464505672455
2015-07-31,2.428048769838154e-28,0.0,17.115415573120117,-0.023749101907014847,0.0005894873174838722,0.0,17.11249542236328,-0.026283159852027893
2015-08-03,9.86702955623646e-35,0.0,16.849367141723633,-0.01566643826663494,0.0007244893349707127,0.0,16.819446563720703,-0.017273129895329475
2015-08-04,1.8441087790514593e-42,0.0,16.656940460205078,-0.011486096307635307,0.0016423688502982259,0.0,16.588336944580078,-0.013835804536938667
2015-08-05,3.157125440123813e-42,0.0,16.767948150634766,0.006642284337431192,0.0013605696149170399,0.0,16.70854949951172,0.0072206370532512665
2015-08-06,8.95670742039422e-40,0.0,16.533416748046875,-0.014085747301578522,0.002844562055543065,0.0,16.450414657592773,-0.01556992158293724
2015-08-07,2.5831956280902975e-40,0.0,16.354846954345703,-0.010859229601919651,0.002102434169501066,0.0,16.256505966186523,-0.011857444420456886
2015-08-10,1.3220634876579555e-29,0.0,16.76873016357422,0.02499157004058361,0.005677306093275547,0.0,16.703754425048828,0.027140269055962563
2015-08-11,9.998384188579152e-17,0.0,16.223609924316406,-0.03304830566048622,0.0020886980928480625,0.0,16.10042381286621,-0.03678780049085617
2015-08-12,5.166411694815983e-32,0.0,16.165302276611328,-0.003600455354899168,0.003208907088264823,0.0,16.045827865600586,-0.0033967955969274044
2015-08-13,1.487298488544921e-32,0.0,16.027355194091797,-0.008570261299610138,0.006183058954775333,0.0,15.8767671585083,-0.010591983795166016
2015-08-14,1.0873253151019227e-35,0.0,15.922752380371094,-0.006547873839735985,0.0029166622553020716,0.0,15.757887840270996,-0.0075158593244850636
2015-08-17,1.1294792900679569e-23,0.0,15.852710723876953,-0.004408434499055147,0.0051783546805381775,0.0,15.674833297729492,-0.0052846018224954605
2015-08-18,1.3495666970798367e-34,0.0,15.682518005371094,-0.010793930850923061,0.006788184400647879,0.0,15.503897666931152,-0.010965054854750633
2015-08-19,1.1869826775180645e-32,0.0,15.593343734741211,-0.0057024578563869,0.0016612226609140635,0.0,15.404786109924316,-0.00641305185854435
2015-08-20,4.473655338449712e-25,0.0,15.373648643493652,-0.014189249835908413,0.0016825094353407621,0.0,15.18655014038086,-0.014268152415752411
2015-08-21,4.4140178606666153e-16,0.0,14.842534065246582,-0.035158004611730576,0.00890352949500084,0.0,14.673544883728027,-0.034363988786935806
2015-08-24,0.09435912221670151,1.0,14.748495101928711,-0.006355895195156336,0.1078776940703392,1.0,14.536565780639648,-0.009378996677696705
2015-08-25,1.4440636119067256e-14,0.0,14.741658210754395,-0.0004635582445189357,0.01875607669353485,0.0,14.542706489562988,0.00042238819878548384
2015-08-26,1.0808131804286502e-16,0.0,15.24496841430664,0.033572085201740265,0.006645417772233486,0.0,15.03809928894043,0.033497463911771774
2015-08-27,8.099521212245528e-16,0.0,15.601943016052246,0.023145876824855804,0.012678580358624458,0.0,15.427067756652832,0.025536635890603065
2015-08-28,2.136337574941763e-13,0.0,15.64798641204834,0.0029468429274857044,0.0045271157287061214,0.0,15.483016967773438,0.0036200452595949173
2015-08-31,3.328817769218321e-20,0.0,15.558180809020996,-0.0057556359097361565,0.0011481089750304818,0.0,15.389861106872559,-0.006034848280251026
2015-09-01,2.295926902599188e-19,0.0,15.22092056274414,-0.02191578596830368,0.010258861817419529,0.0,15.070564270019531,-0.020965423434972763
2015-09-02,2.0691831715264658e-29,0.0,15.605237007141113,0.024935657158493996,0.0008372582960873842,0.0,15.487425804138184,0.027285097166895866
2015-09-03,2.1297807069751844e-38,0.0,15.69809627532959,0.005932948552072048,0.0015694696921855211,0.0,15.586189270019531,0.0063567389734089375
2015-09-04,0.0,0.0,15.424691200256348,-0.017569975927472115,0.002589288167655468,0.0,15.301945686340332,-0.018405310809612274
2015-09-08,0.0,0.0,15.702766418457031,0.017867369577288628,0.005885504186153412,0.0,15.580381393432617,0.018032629042863846
2015-09-09,0.0,0.0,15.575971603393555,-0.008107406087219715,0.009195785969495773,0.0,15.458745956420898,-0.007837655954062939
2015-09-10,0.0,0.0,15.451175689697266,-0.008044417016208172,0.002900540130212903,0.0,15.311649322509766,-0.009560982696712017
2015-09-11,0.0,0.0,15.599879264831543,0.009578131139278412,0.000878461345564574,0.0,15.465374946594238,0.009989668615162373
2015-09-14,0.0,0.0,15.702688217163086,0.006568809039890766,0.0008885179995559156,0.0,15.572495460510254,0.006902589928358793
2015-09-15,0.0,0.0,15.960129737854004,0.01626177504658699,0.0015564723871648312,0.0,15.835436820983887,0.016744039952754974
2015-09-16,1.4189267990060233e-40,0.0,16.16411781311035,0.012700018472969532,0.002416543196886778,0.0,16.047006607055664,0.013272078707814217
2015-09-17,1.1393929787455801e-39,0.0,16.160045623779297,-0.0002517683897167444,0.0012405121233314276,0.0,16.049293518066406,0.00014257407747209072
2015-09-18,1.33845471683909e-35,0.0,16.124740600585938,-0.002187165431678295,0.0009099669405259192,0.0,16.019939422607422,-0.001830694149248302
2015-09-21,4.046187839406612e-33,0.0,16.07296371459961,-0.003216276876628399,0.0021089469082653522,0.0,15.955801010131836,-0.0040117171593010426
2015-09-22,6.868129340752484e-26,0.0,15.663026809692383,-0.025835657492280006,0.006497211288660765,0.0,15.547975540161133,-0.025892004370689392
2015-09-23,2.4842110536876733e-28,0.0,15.70716667175293,0.0028141471557319164,0.007601072080433369,0.0,15.59115219116211,0.002773128915578127
2015-09-24,6.710510965788725e-35,0.0,15.693182945251465,-0.0008905769791454077,0.002149193547666073,0.0,15.573208808898926,-0.0011516218073666096
2015-09-25,8.399260129313602e-35,0.0,15.7346830368042,0.002640944439917803,0.001133668702095747,0.0,15.622977256774902,0.0031906631775200367
2015-09-28,7.993161529618582e-28,0.0,15.426227569580078,-0.019798262044787407,0.0018290163716301322,0.0,15.30932331085205,-0.02028067596256733
2015-09-29,1.4081788872455233e-29,0.0,15.613678932189941,0.012078231200575829,0.0005648492369800806,0.0,15.511219024658203,0.013101674616336823
2015-09-30,2.012325961633851e-19,0.0,16.221506118774414,0.03819045051932335,0.018486589193344116,0.0,16.105363845825195,0.037588756531476974
2015-10-01,1.9453143315326968e-22,0.0,16.304176330566406,0.005083438940346241,0.0019455543952062726,0.0,16.196619033813477,0.005650185979902744
2015-10-02,1.564696462292441e-20,0.0,16.244043350219727,-0.003695037215948105,0.012452959083020687,0.0,16.100711822509766,-0.005939139053225517
2015-10-05,8.308931645782882e-18,0.0,16.70746612548828,0.02812952920794487,0.009217686019837856,0.0,16.54488754272461,0.027213776484131813
2015-10-06,1.4608585170602918e-21,0.0,16.595542907714844,-0.006721611600369215,0.0055732568725943565,0.0,16.435428619384766,-0.00663799000903964
2015-10-07,9.298145359806472e-18,0.0,17.090717315673828,0.029401427134871483,0.007188430521637201,0.0,16.928529739379883,0.029561128467321396
2015-10-08,3.5228466511757915e-26,0.0,17.327672958374023,0.013769336976110935,0.0052696457132697105,0.0,17.159109115600586,0.013528672978281975
2015-10-09,1.333620734842573e-24,0.0,17.11317253112793,-0.01245639007538557,0.0025435336865484715,0.0,16.950302124023438,-0.012243473902344704
2015-10-12,6.060550122105259e-23,0.0,17.21442222595215,0.005898960400372744,0.010751724243164062,0.0,17.069135665893555,0.006986281368881464
2015-10-13,9.225912682796328e-25,0.0,17.11261749267578,-0.005931394640356302,0.000766357290558517,0.0,16.963768005371094,-0.006192146800458431
2015-10-14,3.336856133100423e-22,0.0,17.40669059753418,0.017038533464074135,0.00709505844861269,0.0,17.298906326293945,0.019563451409339905
2015-10-15,2.652899797873744e-19,0.0,17.133630752563477,-0.015811383724212646,0.008436419069766998,0.0,16.96678352355957,-0.019385624676942825
2015-10-16,2.669089133881046e-29,0.0,17.28658103942871,0.00888736266642809,0.0037224856205284595,0.0,17.115150451660156,0.008706481195986271
2015-10-19,7.751976575715083e-34,0.0,17.342164993286133,0.0032102689146995544,0.004121341276913881,0.0,17.15563201904297,0.002362507162615657
2015-10-20,1.0190103961861019e-35,0.0,17.404850006103516,0.0036079958081245422,0.004272512160241604,0.0,17.20039176940918,0.0026056827045977116
2015-10-21,3.5199204914987365e-38,0.0,17.345020294189453,-0.0034434045664966106,0.0016295269597321749,0.0,17.12929344177246,-0.004142186604440212
2015-10-22,3.624979761004868e-39,0.0,17.55658531188965,0.012123719789087772,0.003440012689679861,0.0,17.311805725097656,0.01059864740818739
2015-10-23,3.445722858851509e-40,0.0,17.532995223999023,-0.001344681135378778,0.0016218300443142653,0.0,17.27648162841797,-0.0020424509420990944
2015-10-26,7.342803953062041e-43,0.0,17.31097984313965,-0.012743470259010792,0.002191244624555111,0.0,17.048328399658203,-0.013294071890413761
2015-10-27,1.793662034335766e-43,0.0,17.342647552490234,0.001827532658353448,0.004651542752981186,0.0,17.093914031982422,0.002670327201485634
2015-10-28,1.7376100957627732e-43,0.0,17.265037536621094,-0.004485079552978277,0.0029944367706775665,0.0,16.983781814575195,-0.006463584490120411
2015-10-29,8.278871327231019e-41,0.0,17.096389770507812,-0.009816141799092293,0.003556164912879467,0.0,16.808311462402344,-0.010385304689407349
2015-10-30,1.401298464324817e-45,0.0,17.196386337280273,0.005831925664097071,0.0032808987889438868,0.0,16.934471130371094,0.007477649487555027
2015-11-02,1.6025809757404338e-39,0.0,17.304683685302734,0.006277960725128651,0.005730322562158108,0.0,16.994306564331055,0.0035272175446152687
2015-11-03,7.109367058570148e-33,0.0,17.786312103271484,0.02745196968317032,0.0038562670815736055,0.0,17.496747970581055,0.02913658134639263
2015-11-04,2.4716542311915116e-30,0.0,18.33165740966797,0.030200138688087463,0.01102294772863388,0.0,18.042701721191406,0.03072618879377842
2015-11-05,6.883443656497827e-33,0.0,17.953166961669922,-0.020862746983766556,0.012679994106292725,0.0,17.672428131103516,-0.02073558233678341
2015-11-06,1.0977854846130012e-38,0.0,17.852067947387695,-0.005647198762744665,0.0010461366036906838,0.0,17.560230255126953,-0.006368969567120075
2015-11-09,3.839557792249999e-43,0.0,17.95284652709961,0.005629247520118952,0.0011098731774836779,0.0,17.667896270751953,0.006112564355134964
2015-11-10,6.633175290023341e-36,0.0,17.655101776123047,-0.016723863780498505,0.005209056660532951,0.0,17.3427677154541,-0.018573610112071037
2015-11-11,1.401298464324817e-45,0.0,17.70891761779785,0.00304351351223886,0.0025133134331554174,0.0,17.405885696411133,0.003632828127592802
2015-11-12,5.605193857299268e-45,0.0,17.473392486572266,-0.01338899228721857,0.0023836777545511723,0.0,17.177265167236328,-0.013221723958849907
2015-11-13,0.0,0.0,17.219593048095703,-0.014631396159529686,0.0026510723400861025,0.0,16.926706314086914,-0.0146940341219306
2015-11-16,0.0,0.0,17.55217933654785,0.01913021132349968,0.002550092525780201,0.0,17.238943099975586,0.01827818714082241
2015-11-17,0.0,0.0,17.67389678955078,0.006910721305757761,0.0008693564450368285,0.0,17.36256217956543,0.007145457901060581
2015-11-18,0.0,0.0,17.682273864746094,0.0004738154530059546,0.001987391384318471,0.0,17.338037490844727,-0.0014135554665699601
2015-11-19,0.0,0.0,17.78951072692871,0.006046297028660774,0.0034951947163790464,0.0,17.463268280029297,0.0071969786658883095
2015-11-20,0.0,0.0,17.90755271911621,0.006613585632294416,0.0023890091106295586,0.0,17.577228546142578,0.00650444719940424
2015-11-23,0.0,0.0,17.728425979614258,-0.010053134523332119,0.001210239832289517,0.0,17.390302658081055,-0.010691525414586067
2015-11-24,0.0,0.0,17.681787490844727,-0.002634327858686447,0.0006407120963558555,0.0,17.34444808959961,-0.0026403332594782114
2015-11-25,0.0,0.0,17.732406616210938,0.0028588133864104748,0.0030327648855745792,0.0,17.388093948364258,0.0025133711751550436
2015-11-27,0.0,0.0,17.670461654663086,-0.0034995153546333313,0.0023511936888098717,0.0,17.30934715270996,-0.0045390743762254715
2015-11-30,0.0,0.0,17.89499855041504,0.012626875191926956,0.002021702704951167,0.0,17.552841186523438,0.013969107531011105
2015-12-01,1.401298464324817e-44,0.0,18.274044036865234,0.020960424095392227,0.002872321754693985,0.0,17.905529022216797,0.019893785938620567
2015-12-02,1.401298464324817e-45,0.0,18.218883514404297,-0.003022921271622181,0.0009950377279892564,0.0,17.860746383666992,-0.002504243515431881
2015-12-03,2.802596928649634e-45,0.0,18.03643035888672,-0.010065159760415554,0.0028965179808437824,0.0,17.688907623291016,-0.009667614474892616
2015-12-04,5.910676922522078e-42,0.0,18.318723678588867,0.015529992990195751,0.005514468066394329,0.0,17.92882537841797,0.013471981510519981
2015-12-07,4.203895392974451e-45,0.0,18.27521324157715,-0.002377863973379135,0.004504051990807056,0.0,17.908103942871094,-0.0011563252191990614
2015-12-08,0.0,0.0,18.1712646484375,-0.005704291630536318,0.000827810144983232,0.0,17.797815322875977,-0.0061776768416166306
2015-12-09,0.0,0.0,17.921720504760742,-0.013827980495989323,0.003695555031299591,0.0,17.557485580444336,-0.01359535288065672
2015-12-10,0.0,0.0,17.871322631835938,-0.0028161564841866493,0.0025713418144732714,0.0,17.51559066772461,-0.002388886408880353
2015-12-11,2.5589811906267647e-39,0.0,17.52798080444336,-0.01939881406724453,0.006441336125135422,0.0,17.20045280456543,-0.018155699595808983
2015-12-14,0.0,0.0,17.558757781982422,0.0017543785506859422,0.003603994380682707,0.0,17.23392677307129,0.0019442287739366293
2015-12-15,9.80908925027372e-45,0.0,17.9946346282959,0.02452072687447071,0.0037640200462192297,0.0,17.657386779785156,0.02427421696484089
2015-12-16,0.0,0.0,18.243085861206055,0.013712508603930473,0.002484085038304329,0.0,17.884904861450195,0.012802893295884132
2015-12-17,0.0,0.0,18.104711532592773,-0.00761378975585103,0.0013245325535535812,0.0,17.76171112060547,-0.006912085693329573
2015-12-18,0.0,0.0,18.08797264099121,-0.0009249869035556912,0.001404429436661303,0.0,17.748048782348633,-0.0007693305378779769
2015-12-21,0.0,0.0,18.113950729370117,0.0014351099962368608,0.001611430081538856,0.0,17.752607345581055,0.00025669403839856386
2015-12-22,0.0,0.0,18.206241607666016,0.005082039628177881,0.0028791173826903105,0.0,17.82223129272461,0.003914266359061003
2015-12-23,0.0,0.0,18.23076820373535,0.0013462223578244448,0.0016669207252562046,0.0,17.844989776611328,0.0012760250829160213
2015-12-24,0.0,0.0,18.28757095336914,0.0031108565162867308,0.011920533142983913,0.0,17.901899337768555,0.0031841828022152185
2015-12-28,0.0,0.0,18.20065689086914,-0.004763912875205278,0.0013896663440391421,0.0,17.811134338378906,-0.005083015188574791
2015-12-29,0.0,0.0,18.26312255859375,0.003426122944802046,0.0011812992161139846,0.0,17.855377197265625,0.0024808417074382305
2015-12-30,1.401298464324817e-45,0.0,18.137102127075195,-0.0069239442236721516,0.0028251996263861656,0.0,17.729610443115234,-0.007068535778671503
2015-12-31,0.0,0.0,18.0469970703125,-0.004980525467544794,0.002954711439087987,0.0,17.65333366394043,-0.004311567638069391
2016-01-04,2.9413105035576073e-32,0.0,17.573116302490234,-0.026609066873788834,0.009729292243719101,0.0,17.199989318847656,-0.02601584419608116
2016-01-05,6.726232628759122e-44,0.0,17.470333099365234,-0.005866038613021374,0.00330969225615263,0.0,17.10211944580078,-0.0057063051499426365
2016-01-06,3.0439151425519475e-36,0.0,17.031618118286133,-0.025432676076889038,0.010136522352695465,0.0,16.684919357299805,-0.024697061628103256
2016-01-07,7.62673430152489e-32,0.0,16.853618621826172,-0.01050603948533535,0.007229904178529978,0.0,16.512229919433594,-0.010404076427221298
2016-01-08,6.405688004067791e-36,0.0,16.636123657226562,-0.012988938018679619,0.008044576272368431,0.0,16.321924209594727,-0.01159201841801405
2016-01-11,3.6651936817512964e-34,0.0,16.722637176513672,0.005186675116419792,0.0020340452902019024,0.0,16.447128295898438,0.007641645148396492
2016-01-12,3.189157958251383e-24,0.0,16.59013557434082,-0.007954820059239864,0.001459788647480309,0.0,16.314958572387695,-0.008068528957664967
2016-01-13,2.475671529232881e-24,0.0,16.38610076904297,-0.01237486395984888,0.005642186850309372,0.0,16.142261505126953,-0.010641557164490223
2016-01-14,1.0993891663702016e-07,0.0,17.387727737426758,0.05933119356632233,0.014840380288660526,0.0,17.151750564575195,0.06065944954752922
2016-01-15,0.029679138213396072,1.0,16.870025634765625,-0.030226295813918114,0.006424106657505035,0.0,16.562801361083984,-0.0349409244954586
2016-01-19,2.793108573736746e-22,0.0,17.288637161254883,0.024511095136404037,0.0027752085588872433,0.0,17.00164794921875,0.026150936260819435
2016-01-20,7.484939814491246e-18,0.0,16.88300132751465,-0.023742221295833588,0.0035563106648623943,0.0,16.56629753112793,-0.02593989111483097
2016-01-21,1.581872505423019e-34,0.0,17.062095642089844,0.01055212877690792,0.0009373172651976347,0.0,16.750829696655273,0.011077438481152058
2016-01-22,0.0,0.0,17.506662368774414,0.025722147896885872,0.001152446842752397,0.0,17.20516014099121,0.0267616156488657
2016-01-25,0.0,0.0,17.408987045288086,-0.005594942718744278,0.0009624585509300232,0.0,17.105636596679688,-0.005801384337246418
